Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3147|6001012|650||COVE257THLR05|FCA| ||| | |380549190|FORD MOTOR COMPANY PDBC||||||2026-01-16 12:14:01|
1680|5005482|230|2025-12-06|COVE257V2L9G8|FOB|USD|129493.53|129493.53|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005478|230|2025-12-01|COVE257UPIA61|FCA|CAD|37048.34|51649.72|CAN| |103558136RT0001|AUTONEUM CANADA  LTD|1295 CLARKE RD.||S/N|N5V 3B4|LONDON|2026-01-07 12:19:01|
3949|5060522|071|2025-12-18|COVE257VPHUU5|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005478|230|2025-12-02|COVE257UTD6V6|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-02|COVE257US5WF2|FOB|USD|193363.55|193363.55|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-18|COVE257VPG1Y8|FOB|USD|255943.22|255943.22|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1733|6002677|640||COVE267X1RR14|FCA| ||| | |380549190|FORD MICHIGAN ASSEMBLY PLANT||||||2026-01-28 18:13:05|
1680|6002487|800||COVE257VG07M2|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:47:01|
1680|6000844|800||COVE257VNDDD4|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
3949|5060538|071|2025-12-06|COVE257V31227|FCA|USD|81268.87|81268.87|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 14:21:01|
1680|6002478|800||COVE257N2M297|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:07:04|
1680|6002480|800||COVE257PC5SQ5|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:20:04|
1680|5005483|230|2025-12-02|COVE257URS3Q1|FOB|USD|253945.59|253945.59|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|6024637|240||COVE267XDVV65|EXW| ||| | |37-1652702|PHILLIPS 66 COMPANY||||||2026-01-26 18:30:02|
1680|6002481|800||COVE257FR1HL3|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 09:43:02|
1669|6001582|810||COVE267WKX145|DAP| ||| | |DE353688211|METDRA KLOZ GMBH||||||2026-01-17 11:01:00|
1680|5005483|230|2025-12-17|COVE257VMMPX4|FOB|USD|252892.74|252892.74|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-22|COVE257VVHJW6|FOB|USD|148047.19|148047.19|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5070742|240|2025-12-06|COVE257V2BXE6|FOB|USD|442540.59|442540.59|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
3949|5060522|071|2025-11-28|COVE257UM3BT3|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005482|230|2025-12-20|COVE257VUM828|FOB|USD|150152.89|150152.89|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-24|COVE257W0GQK5|FOB|USD|192037.62|192037.62|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3147|6001012|650||COVE257UNHXG1|FCA| ||| | |380549190|FORD MOTOR COMPANY PDBC||||||2026-01-16 12:14:01|
3147|6001295|470||COVE267X2CW63|FCA| ||| | |91511500MA69NGB13|SICHUN CONTEMPORARY AMPEREX TECHNOLOGY LIMITED||||||2026-01-21 11:53:01|
3147|6001014|650||COVE257U6R432|FCA| ||| | |88516 8765RM0003|MAGNA CLOSURES GROUP||||||2026-01-20 11:43:01|
1680|5005483|230|2025-12-03|COVE257UUCCR8|FOB|USD|256051.29|256051.29|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3147|6001323|470||COVE267X4YE48|FCA| ||| | |82-3701316|VEONEER US INC.||||||2026-01-21 18:03:01|
3147|6001012|650||COVE257TROV21|FCA| ||| | |35-2237537|ORAFOL AUTOMOTIVE GRAPHICS||||||2026-01-16 12:14:01|
3949|5060554|071|2025-12-15|COVE257VIWKT8|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 10:44:01|
3147|6001012|650||COVE257UDFQD3|FCA| ||| | |36-2703082|RESRG||||||2026-01-16 12:14:01|
1680|6002477|800||COVE257N2NOL6|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:01:02|
3147|6001014|650||COVE257TK2CQ5|FCA| ||| | |822921700|BCS AUTOMOTIVE INTERFACE SOLUTIONS||||||2026-01-20 11:43:01|
3949|5060522|071|2025-12-22|COVE257VW02S3|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005482|230|2025-12-14|COVE257VH2PP2|FOB|USD|196268.54|196268.54|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005476|230|2025-12-03|COVE257UVPX64|FCA|USD|244668.03|244668.03|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005525|230|2025-12-17|COVE257VOIQ31|FCA|USD|356915.40|356915.40|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-17|COVE257VNAC86|FOB|USD|143835.79|143835.79|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-04|COVE257UWZOR2|FOB|USD|258945.78|258945.78|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|6002483|800||COVE257IO6814|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 10:01:00|
1680|6002477|800||COVE257MZMGU6|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:01:02|
1669|6003628|430||COVE267X5NZE6|FOB| ||| | |38-0549190|FORD TRADING COMPANY LLC||||||2026-01-21 13:11:03|
3949|5060527|070|2025-12-11|COVE257VC2AP6|FOB|USD|1.00|1.00|MEX| |35-1971106|INDIANA AUTOMOTIVE FASTENERS|1300 WEST ANDERSON BOULEVARD||S/N|461407934|GREENFIELD|2026-01-02 19:43:01|
1680|6002481|800||COVE257GC7NE2|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 09:43:02|
1680|6002485|800||COVE257KRDUP2|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:26:02|
3949|5060538|071|2025-12-22|COVE257VVT8R1|FCA|USD|512464.74|512464.74|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 14:21:01|
1680|6000844|800||COVE257VNCKZ2|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
3147|6001012|650||COVE257TIJLV4|FCA| ||| | |380549190|FORD KENTUCKY TRUCK PLANT 2||||||2026-01-16 12:14:01|
1680|6002472|800||COVE257PSWKT5|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-21 15:15:07|
1680|5005483|230|2025-12-16|COVE257VK1W63|FOB|USD|252892.74|252892.74|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-12-04|COVE257UWZZX6|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|6002453|800||COVE246SGYBT8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:03|
3949|5060523|071|2025-12-19|COVE257VRN7J6|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3949|5060523|071|2025-12-16|COVE257VKA9Q4|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005481|230|2025-12-18|COVE257VQUGB6|FOB|USD|1.00|1.00|MEX| |31-0928132|AMANDA MANUFACTURING|1120 CIC DR - PO BOX 1027||S/N|431384027|LOGAN|2026-01-06 13:16:01|
1680|6002483|800||COVE257HK1DR8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 10:01:00|
1680|6002485|800||COVE257LCSPE8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:26:02|
1680|6000844|800||COVE257VSNB62|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
3949|5060554|071|2025-12-03|COVE257UUFOK3|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 10:44:01|
3147|6001012|650||COVE257U0VSO1|FCA| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-16 12:14:01|
3147|6001012|650||COVE257TJNVV4|FCA| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-16 12:14:01|
1669|5023619|430||COVE267WF4Q91|EXW| ||| | |GB246425757|FORD MOTOR COMPANY LIMITED||||||2026-01-08 15:21:01|
1680|6024635|240||COVE267XBTGC2|EXW| ||| | |37-1652702|PHILLIPS 66 COMPANY||||||2026-01-26 13:49:06|
3147|6001327|470||COVE267X5QKO2|FCA| ||| | |06-1417605|ALD VACUUM TECHNOLOGIES NORTH AMERICA, INC||||||2026-01-27 11:33:01|
1680|6011251|240||COVE267X410K3|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-20 17:55:02|
1680|6024609|240||COVE267WSR1Z7|EXW| ||| | |37-1652702|PHILLIPS 66 COMPANY||||||2026-01-14 14:57:04|
3949|5060523|071|2025-12-20|COVE257VUGL17|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3949|5060521|070|2025-12-02|COVE257UTSHW6|FOB|USD|1.00|1.00|MEX| |61-1229263|MONTAPLAST|2011 HOOVER BLVD||S/N|406018200|FRANKFORT|2026-01-07 14:11:01|
3949|5060538|071|2025-12-12|COVE257VEYLH3|FCA|USD|204226.13|204226.13|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 14:21:01|
1680|5005476|230|2025-12-08|COVE257V5CP27|FCA|USD|319796.29|319796.29|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|6002461|800||COVE2473TA2Q6|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:26:01|
3147|6001294|470||COVE267X2OYQ2|FCA| ||| | |91320583768276792|SUZHOU ANTOLIN AUTOMOTIVE INTERIORS CO., LTD||||||2026-01-22 12:41:01|
3147|6001014|650||COVE257UYIFZ4|EXW| ||| | |38-2708031|ARAYMOND MANUFACTURING CENTER NA INC||||||2026-01-20 11:43:01|
1680|6002476|800||COVE257LL24H1|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 14:55:03|
3949|5060538|071|2025-12-23|COVE257VXIYH3|FCA|USD|186376.68|186376.68|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 14:21:01|
1680|6000849|800||COVE257VDFO18|DAP| ||| | |13-5459780|UNITED STATES STEEL INTERNATIONAL, INC||||||2026-01-16 17:01:00|
1680|6011261|240||COVE267XAOVC6|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-22 18:35:10|
1680|5000089|270|2025-12-10|COVE257VAO2J5|FOB|USD|2.00|2.00|MEX| |223834535|STABILUS|1201 TULIP DR||S/N|280521842|GASTONIA|2026-01-07 18:22:12|
1680|6000849|800||COVE257VWNUA1|DAP| ||| | |13-5459780|UNITED STATES STEEL INTERNATIONAL, INC||||||2026-01-16 17:01:00|
3147|6001012|650||COVE257TH2Q13|FCA| ||| | |380549190|FORD MOTOR COMPANY PDBC||||||2026-01-16 12:14:01|
3147|6001014|650||COVE257TEJ3D4|FCA| ||| | |13-3221850|CASCO AUTOMOTIVE CORP||||||2026-01-20 11:43:01|
1680|5005482|230|2025-12-10|COVE257V98957|FOB|USD|187826.22|187826.22|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005476|230|2025-11-29|COVE257UOOAC5|FCA|USD|65081.75|65081.75|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060521|070|2025-12-11|COVE257VC62P3|FOB|USD|1.00|1.00|MEX| |382885916|DEXTER FASTENER TECHNOLOGIES|2110 BISHOP CIRCLE EAST||S/N|481301564|DEXTER|2026-01-07 14:11:01|
1680|5005478|230|2025-12-17|COVE257VML7P1|FCA|USD|267199.83|267199.83|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005483|230|2025-12-21|COVE257VV0TE5|FOB|USD|251575.83|251575.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005478|230|2025-12-08|COVE257V5A563|FCA|USD|142741.90|142741.90|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|6002468|800||COVE24776LEO8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-21 15:15:04|
3147|6001012|650||COVE257TSWF96|FCA| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-16 12:14:01|
3147|6001397|470||COVE267XDB493|FCA| ||| | |ESA09099458|BENTELER ESPANA SA||||||2026-01-23 18:30:02|
1680|5005482|230|2025-12-05|COVE257V052N1|FOB|USD|131165.16|131165.16|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3147|6001325|470||COVE267X57MJ5|FCA| ||| | |870247622|HOTTINGER BRUEL & KJAER UK LTD||||||2026-01-21 17:57:01|
1680|6002477|800||COVE257MEWDB1|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:01:02|
1669|5000227|810|2025-11-28|COVE257UMQN81|FCA|USD|78448.00|78448.00|BRA| |84683374000300|TUPY SA|RUA ALBANO SCHMIDT  3400||S/N|89227-901|JOINVILLE|2026-01-08 15:41:02|
1680|6011256|240||COVE267X6OAY8|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-21 14:40:03|
3147|6001014|650||COVE257T96CW7|EXW| ||| | |270791190|APTIV SERVICES US LLC||||||2026-01-20 11:43:01|
1680|6000844|800||COVE257VNCRD2|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
1680|5005482|230|2025-12-08|COVE257V3IIY7|FOB|USD|144888.64|144888.64|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-02|COVE257URR293|FOB|USD|249734.19|249734.19|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005485|230|2025-12-16|COVE257VKZDY4|FOB|USD|1.00|1.00|MEX| |103558136RT0001|AUTONEUM NORTH AMERICA  LTD|500 HIGHWAY 3||S/N|N4G 4H8|TILLSONBURG|2026-01-06 13:18:03|
1680|5005476|230|2025-12-03|COVE257UVQ7O3|FCA|USD|356950.11|356950.11|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005483|230|2025-12-11|COVE257VBJPH6|FOB|USD|207699.95|207699.95|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005483|230|2025-12-13|COVE257VGU9Y7|FOB|USD|208095.56|208095.56|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|6011263|240||COVE267XBLZ15|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-23 16:59:04|
1680|6000849|800||COVE257VM2RM5|DAP| ||| | |13-5459780|UNITED STATES STEEL INTERNATIONAL, INC||||||2026-01-16 17:01:00|
1680|6000844|800||COVE257VGMDE4|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
1680|5005485|230|2025-12-08|COVE257V4CIO5|FOB|USD|1.00|1.00|MEX| |27-0896333|LINAMAR CORPORATE|2401 STANTONSBURG ROAD||S/N|278938414|WILSON|2026-01-06 13:18:03|
3147|6001014|650||COVE257T9FCT6|EXW| ||| | |38-3353198|NSK CORPORATION||||||2026-01-20 11:43:01|
1680|6002477|800||COVE257MENR88|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:01:02|
1669|5000227|810|2025-12-06|COVE257V2TOF1|FCA|USD|78448.00|78448.00|BRA| |84683374000300|TUPY SA|RUA ALBANO SCHMIDT  3400||S/N|89227-901|JOINVILLE|2026-01-08 15:41:02|
1680|6002484|800||COVE257J3YZR8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 10:07:01|
1680|6002472|800||COVE257PY1LY8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-21 15:15:07|
1680|6002482|800||COVE257FWIFF4|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 09:57:00|
3949|5060522|071|2025-12-07|COVE257V3B3K5|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060523|071|2025-12-02|COVE257URSUX5|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-09|COVE257V6N7L2|FOB|USD|128288.01|128288.01|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060521|070|2025-12-05|COVE257UZUU42|FOB|USD|1.00|1.00|MEX| |31-1464402|NIFCO AMERICA CORP|8015 DOVE PARKWAY||S/N|43110|CANAL WINCHESTER|2026-01-07 14:11:01|
3949|5060523|071|2025-12-16|COVE257VK93W7|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005484|230|2025-12-18|COVE257VPFXG6|FOB|USD|214219.79|214219.79|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|6024627|240||COVE267X54DU3|EXW| ||| | |37-1652702|PHILLIPS 66 COMPANY||||||2026-01-22 16:26:04|
1680|6011275|240||COVE267XK47I1|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-28 18:10:03|
3147|6001012|650||COVE257TJTPN1|FCA| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-16 12:14:01|
1680|5005483|230|2025-12-03|COVE257UUF4B1|FOB|USD|217453.48|217453.48|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3147|6001296|470||COVE267X2S6T8|DAP| ||| | |460730180|PICO TECHNOLOGY||||||2026-01-21 12:54:01|
1680|6002471|800||COVE257PSXYH2|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-21 15:15:05|
1680|5005485|230|2025-12-12|COVE257VFRJE8|FOB|USD|1.00|1.00|MEX| |23-1315454|EAST PENN MANUFACTURING COMPANY INC|102 DEKA ROAD||S/N|19536|LYON STATION|2026-01-06 13:18:03|
1680|6002500|800||COVE257VGVD64|DAP| ||| | |260206522|AM/NS CALVERT LLC||||||2026-01-26 15:35:03|
3147|6001294|470||COVE267X2OYH8|FCA| ||| | |FR39842985202|VITESCO TECHNOLOGIES FRANCE SAS||||||2026-01-22 12:41:01|
1680|6002469|800||COVE2578S3H26|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-20 15:49:02|
1680|5005478|230|2025-12-02|COVE257USCX82|FCA|USD|26495.66|26495.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5070743|240|2025-12-17|COVE257VO6N55|FCA|USD|4591.49|4591.49|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 16:56:08|
1680|5005482|230|2025-12-12|COVE257VEZS16|FOB|USD|130353.58|130353.58|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005481|230|2025-12-04|COVE257UYX864|FOB|USD|1.00|1.00|MEX| |38-1790134|WICO METAL PRODUCTS|24400 SHERWOOD||S/N|480152023|CENTER LINE|2026-01-06 13:16:01|
3949|5060554|071|2025-12-30|COVE257W5O1T8|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 10:44:01|
3949|5060522|071|2025-12-02|COVE257US0PT2|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3147|6001325|470||COVE267X57MA3|FCA| ||| | |95-4137993|GLOBAL TECHNOLOGY INC||||||2026-01-21 17:57:01|
1680|6011268|240||COVE267XC5T07|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-23 16:59:09|
1680|6002472|800||COVE257QK1NH4|DDP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-21 15:15:07|
1680|5070742|240|2025-12-02|COVE257URQ112|FOB|USD|432866.07|432866.07|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
1680|6024636|240||COVE267XDVOT8|EXW| ||| | |37-1652702|PHILLIPS 66 COMPANY||||||2026-01-26 18:29:01|
1680|6000844|800||COVE257VHI6N7|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
1680|5005483|230|2025-12-19|COVE257VRZD04|FOB|USD|261624.13|261624.13|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|6011249|240||COVE267X1O3F5|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-19 16:27:06|
1680|6002466|800||COVE2473PHOW3|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-21 15:15:02|
3147|6001012|650||COVE257TSEAI5|FCA| ||| | |380549190|FORD MOTOR COMPANY PDBC||||||2026-01-16 12:14:01|
1680|5005483|230|2025-12-06|COVE257V2D0B8|FOB|USD|234975.20|234975.20|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060554|071|2025-12-19|COVE257VTYPZ7|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 10:44:01|
1680|5005482|230|2025-12-14|COVE257VGYS67|FOB|USD|126752.72|126752.72|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-15|COVE257VHVD32|FOB|USD|194632.56|194632.56|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-23|COVE257VXXDD2|FOB|USD|149147.96|149147.96|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060523|071|2025-12-13|COVE257VGV4E5|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3147|6001012|650||COVE257TPIAI5|FCA| ||| | |380549190|FORD MOTOR COMPANY PDBC||||||2026-01-16 12:14:01|
1680|6002485|800||COVE257KBXFK4|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:26:02|
1680|6000849|800||COVE257VM6DK3|DAP| ||| | |13-5459780|UNITED STATES STEEL INTERNATIONAL, INC||||||2026-01-16 17:01:00|
1680|5005525|230|2025-12-19|COVE257VTY4A6|FCA|USD|26897.32|26897.32|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|6000844|800||COVE257VNDKL1|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
